Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person,Nama Lengkap,Harga,Nama Barang,Total Harga
Raviana@ymail.com,Sukabumi,2018-01-16,KP0850FB,36594,8,4.0,Wakanda Express,Y,Aa-409,Dicky  Raviana,21000000.0,Flores Blend 50kg,168000000.0
Budi@outlookx.com,Blitar,2018-01-15,KP0925SG,36495,6,3.0,JENT,Y,Qp-123,Budi  Sie,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
C.@ymail.com,Pekanbaru,2018-01-15,KP0225BB,35935,5,4.0,JENT,Y,Qs-222,Achmad C,10000000.0,Breakfast Blend 25kg,50000000.0
Pernardi@outlookx.com,Sukabumi,2018-01-14,KP0150BH,35880,2,4.0,Cepat Kirim,N,Bt-409,Pernardi Waty,27000000.0,Bali Honey 50kg,54000000.0
Hilary@gmail.com,Tebingtinggi,2018-01-13,KP0425CB,35769,8,4.0,JENT,Y,Zf-662,Hilary  Siddik ,27250000.0,Congo Blue Blend 25kg,218000000.0
Dewi@gmail.com,Palangkaraya,2018-01-13,KP0850FB,36383,5,4.0,JENT,Y,Il-992,Dewi Maria ,21000000.0,Flores Blend 50kg,105000000.0
Miranda@icloudx.com,Pematangsiantar,2018-01-13,KP0550EH,35852,9,4.0,Wakanda Express,Y,Ba-662,Miranda Kardono,45000000.0,Elsavador High 50kg,405000000.0
Solihin@outlookx.com,Tidore Kepulauan,2018-01-12,KP0425CB,35970,3,2.0,Swift Delivery,N,Yc-160,Solihin  Johnny,27250000.0,Congo Blue Blend 25kg,81750000.0
Bachrumsyah@icloudx.com,Tual,2018-01-10,KP0350CF,36314,4,4.0,Wakanda Express,Y,Zz-171,Bachrumsyah  Rion,35000000.0,Colombie Finest Blend 50kg,140000000.0
Ronald@icloudx.com,Sawahlunto,2018-01-09,KP0850FB,35903,10,4.0,Wakanda Express,N,Of-559,Ronald  Miksar,21000000.0,Flores Blend 50kg,210000000.0
Suhangkat@mex.com,Tangerang,2018-01-09,KP0925SG,36948,6,4.0,JENT,N,Za-500,Suhangkat  Santoso ,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
Bong@gmail.com,Banjar,2018-01-09,KP0150BH,35137,7,4.0,Cepat Kirim,Y,Gz-409,Bong Ruwiyadi,27000000.0,Bali Honey 50kg,189000000.0
Khou@gmail.com,Banjar,2018-01-08,KP0425CB,35712,10,2.0,Swift Delivery,Y,Sn-409,Khou Surono,27250000.0,Congo Blue Blend 25kg,272500000.0
Hotman@ymail.com,Metro,2018-01-08,KP0425CB,36690,10,4.0,Wakanda Express,Y,Zw-150,Hotman Derice,27250000.0,Congo Blue Blend 25kg,272500000.0
GT@gmail.com,Lhokseumawe,2018-01-07,KP0350CF,36361,9,4.0,Wakanda Express,Y,Us-101,Gt Niaga,35000000.0,Colombie Finest Blend 50kg,315000000.0
Sari@icloudx.com,Banjarbaru,2018-01-06,KP0625AF,36142,9,4.0,Swift Delivery,N,Zk-991,Sari  Richard,12000000.0,Arabica Flores 25kg,108000000.0
Choo@outlookx.com,Tasikmalaya,2018-01-01,KP0225BB,35092,4,4.0,Pru Logistic,Y,Gh-409,Choo Karamchandani,10000000.0,Breakfast Blend 25kg,40000000.0
Hermansjah@ymail.com,Banda Aceh,2018-01-01,KP0850FB,36134,6,4.0,Cepat Kirim,Y,Rh-101,Hermansjah Putra,21000000.0,Flores Blend 50kg,126000000.0
Septo@ymail.com,Banda Aceh,2017-12-28,KP0850FB,36838,3,4.0,Cepat Kirim,N,Tr-101,Septo  Ong,21000000.0,Flores Blend 50kg,63000000.0
Metta@ymail.com,Medan,2017-12-28,KP0850FB,35628,4,4.0,Swift Delivery,Y,Rn-662,Metta Basyir,21000000.0,Flores Blend 50kg,84000000.0
Andrew@ymail.com,Manado,2017-12-27,KP0350CF,36598,6,4.0,Swift Delivery,Y,Qo-221,Andrew  Eddy,35000000.0,Colombie Finest Blend 50kg,210000000.0
Group@ymail.com,Pariaman,2017-12-27,KP0750AJ,35311,8,4.0,JENT,N,Rh-559,Rori  Group,18000000.0,Arabica Java 50kg,144000000.0
Baldeo@ymail.com,Tomohon,2017-12-26,KP0050AG,35959,7,4.0,JENT,Y,Uj-221,Baldeo Agil ,16250000.0,Aceh Gayo 50kg,113750000.0
Adji@livex.com,Tarakan,2017-12-26,KP0850FB,36748,6,4.0,Cepat Kirim,Y,Ak-994,Adji Widjojo,21000000.0,Flores Blend 50kg,126000000.0
Iwan@ymail.com,Singkawang,2017-12-24,KP0050AG,36548,5,4.0,Swift Delivery,Y,Fb-880,Iwan  Hardjanto,16250000.0,Aceh Gayo 50kg,81250000.0
Landajani@gmail.com,Sorong,2017-12-23,KP0750AJ,35384,4,4.0,Wakanda Express,N,Be-999,Roni  Landajani,18000000.0,Arabica Java 50kg,72000000.0
Multi-Holdings@rocketmail.com,Bima,2017-12-23,KP0050AG,36174,8,4.0,JENT,N,Bl-183,Multi-holdings Asia ,16250000.0,Aceh Gayo 50kg,130000000.0
Hardy@ymail.com,Langsa,2017-12-23,KP0625AF,35876,3,4.0,Swift Delivery,Y,Ev-101,Hardy Noer,12000000.0,Arabica Flores 25kg,36000000.0
Handy@ymail.com,Jakarta Timur,2017-12-23,KP0350CF,36437,7,4.0,Cepat Kirim,Y,In-333,Handy Budiman,35000000.0,Colombie Finest Blend 50kg,245000000.0
Pat@livex.com,Tanjungpinang,2017-12-18,KP0625AF,36460,3,4.0,JENT,N,Ez-809,Pat  Mulyono,12000000.0,Arabica Flores 25kg,36000000.0
Gary@ymail.com,Tanjungpinang,2017-12-16,KP0350CF,35724,9,4.0,Cepat Kirim,Y,Ij-809,Gary  Yohan,35000000.0,Colombie Finest Blend 50kg,315000000.0
Femi@ymail.com,Payakumbuh,2017-12-14,KP0750AJ,36209,5,4.0,Wakanda Express,Y,Zu-559,Asian  Femi,18000000.0,Arabica Java 50kg,90000000.0
Moeis@livex.com,Tarakan,2017-12-13,KP0850FB,36378,2,4.0,Wakanda Express,Y,Xm-994,Basir Moeis,21000000.0,Flores Blend 50kg,42000000.0
Lucas@livex.com,Binjai,2017-12-12,KP0050AG,36150,2,4.0,JENT,Y,Ax-662,Douglas  Lucas ,16250000.0,Aceh Gayo 50kg,32500000.0
Andhika@rocketmail.com,Kupang,2017-12-12,KP0750AJ,36190,2,4.0,JENT,N,Ui-185,Rafael Andhika,18000000.0,Arabica Java 50kg,36000000.0
Lekhraj@ymail.com,Bontang,2017-12-10,KP0850FB,35701,10,4.0,JENT,Y,Pp-993,Heru Lekhraj,21000000.0,Flores Blend 50kg,210000000.0
B.@gmail.com,Medan,2017-12-10,KP0350CF,36531,6,4.0,Wakanda Express,Y,Sb-662,B Kurniadi,35000000.0,Colombie Finest Blend 50kg,210000000.0
Securities@icloudx.com,Lubuklinggau,2017-12-07,KP0850FB,35369,2,2.0,JENT,N,Hm-661,Sugiono Securities,21000000.0,Flores Blend 50kg,42000000.0
Effendi@outlookx.com,Banjar,2017-12-07,KP0750AJ,35682,5,4.0,Pru Logistic,Y,En-409,Law Effendi,18000000.0,Arabica Java 50kg,90000000.0
Peter@gmail.com,Padangpanjang,2017-12-05,KP0925SG,35941,5,3.0,Wakanda Express,N,Au-559,Peter Ongko,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Tejowarno@ymail.com,Sibolga,2017-11-28,KP0850FB,36994,10,4.0,Swift Delivery,N,El-662,Ridwan Tejowarno,21000000.0,Flores Blend 50kg,210000000.0
Moi@gmail.com,Manado,2017-11-28,KP0750AJ,36902,8,4.0,Wakanda Express,Y,Fi-221,Irawan Moi,18000000.0,Arabica Java 50kg,144000000.0
Ikbal@ymail.com,Pontianak,2017-11-26,KP0050AG,36660,10,4.0,JENT,Y,Hq-880,Henking  Ikbal ,16250000.0,Aceh Gayo 50kg,162500000.0
Lee@livex.com,Mojokerto,2017-11-25,KP0850FB,36470,4,4.0,JENT,Y,Zb-123,Lee  Faizal,21000000.0,Flores Blend 50kg,84000000.0
MELBOURNE@outlookx.com,Gorontalo,2017-11-23,KP0625AF,36184,10,5.0,Wakanda Express,Y,Fq-983,Fifi Melbourne,12000000.0,Arabica Flores 25kg,120000000.0
Halim@icloudx.com,Malang,2017-11-22,KP0925SG,35154,2,4.0,JENT,Y,Wj-123,Effendy Halim ,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Chew@livex.com,Tomohon,2017-11-21,KP0425CB,35341,3,4.0,JENT,Y,Wm-221,Chew Widjaja ,27250000.0,Congo Blue Blend 25kg,81750000.0
Hendy@gmail.com,Pangkalpinang,2017-11-19,KP0850FB,36450,7,4.0,Cepat Kirim,Y,Ou-120,Hendy  Masehi,21000000.0,Flores Blend 50kg,147000000.0
Martina@livex.com,Tanjungpinang,2017-11-19,KP0625AF,35829,5,4.0,Wakanda Express,Y,Kz-809,Martina  Arto,12000000.0,Arabica Flores 25kg,60000000.0
Salim@icloudx.com,Jambi,2017-11-18,KP0050AG,36060,8,5.0,Swift Delivery,Y,Ci-512,Erwin  Salim,16250000.0,Aceh Gayo 50kg,130000000.0
Halim@livex.com,Pekalongan,2017-11-17,KP0150BH,35894,4,4.0,Wakanda Express,Y,Wg-410,Erwin Halim,27000000.0,Bali Honey 50kg,108000000.0
Irawan@gmail.com,Banjarmasin,2017-11-16,KP0850FB,36489,3,4.0,Swift Delivery,Y,Wd-991,Irawan  Ahmad,21000000.0,Flores Blend 50kg,63000000.0
Gallamnn@mex.com,Banjarbaru,2017-11-16,KP0750AJ,35576,6,4.0,Wakanda Express,N,Cu-991,Stewart Gallamnn,18000000.0,Arabica Java 50kg,108000000.0
Dewono@gmail.com,Manado,2017-11-16,KP0925SG,35097,5,4.0,Wakanda Express,Y,Lj-221,Lauw Dewono,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
IRAWAN@ymail.com,Semarang,2017-11-15,KP0050AG,35513,5,4.0,Swift Delivery,Y,Ux-410,Irawan  Angkawidjaja,16250000.0,Aceh Gayo 50kg,81250000.0
Irwan@gmail.com,Tasikmalaya,2017-11-13,KP0625AF,36251,2,4.0,JENT,Y,Ol-409,Alien  Irwan,12000000.0,Arabica Flores 25kg,24000000.0
Rahayu@ymail.com,Gorontalo,2017-11-12,KP0625AF,35975,6,4.0,JENT,N,Gy-983,Rachmat  Rahayu,12000000.0,Arabica Flores 25kg,72000000.0
Krisnadi@gmail.com,Bandar Lampung,2017-11-10,KP0925SG,35858,10,4.0,JENT,Y,Ih-150,Krisnadi  Widjajanti ,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Linda@outlookx.com,Tebingtinggi,2017-11-10,KP0925SG,36736,9,4.0,JENT,Y,Fw-662,Linda Kee,15000000.0,Sidikalang Gold Blend 25kg,135000000.0
Joachim@ymail.com,Mojokerto,2017-11-05,KP0850FB,35061,6,4.0,Swift Delivery,Y,My-123,Joachim  Jahja,21000000.0,Flores Blend 50kg,126000000.0
Maclachlan@icloudx.com,Surakarta,2017-11-05,KP0625AF,35797,10,4.0,Wakanda Express,Y,Eb-410,Dewi Maclachlan,12000000.0,Arabica Flores 25kg,120000000.0
Siman@outlookx.com,Padang Sidempuan,2017-11-05,KP0625AF,35660,6,4.0,JENT,N,Qo-662,Siman Pujiastuti ,12000000.0,Arabica Flores 25kg,72000000.0
Elizabeth@gmail.com,Bogor,2017-11-04,KP0150BH,35653,4,4.0,Pru Logistic,Y,Or-409,Elizabeth  Widjoyo,27000000.0,Bali Honey 50kg,108000000.0
Anand@gmail.com,Sabang,2017-11-03,KP0350CF,35365,5,5.0,Cepat Kirim,Y,Tc-101,Erwin  Anand,35000000.0,Colombie Finest Blend 50kg,175000000.0
Faisal@ymail.com,Lhokseumawe,2017-11-02,KP0850FB,35150,6,4.0,Swift Delivery,Y,Vm-101,Iwan Faisal,21000000.0,Flores Blend 50kg,126000000.0
Andi@ymail.com,Tual,2017-11-02,KP0850FB,36312,2,4.0,Swift Delivery,Y,Js-171,Andi Hamdani,21000000.0,Flores Blend 50kg,42000000.0
Benjamin@icloudx.com,Gorontalo,2017-11-02,KP0750AJ,35377,2,4.0,JENT,Y,Qu-983,Benjamin S,18000000.0,Arabica Java 50kg,36000000.0
Johan@outlookx.com,Meulaboh,2017-10-28,KP0350CF,36642,7,5.0,Wakanda Express,Y,Dj-101,Darmawansjah Johan,35000000.0,Colombie Finest Blend 50kg,245000000.0
Abu@ymail.com,Balikpapan,2017-10-27,KP0350CF,36012,7,4.0,Cepat Kirim,Y,Qc-993,Abu Sally,35000000.0,Colombie Finest Blend 50kg,245000000.0
Alexandra@ymail.com,Mojokerto,2017-10-27,KP0625AF,36606,9,4.0,Cepat Kirim,Y,Pi-123,Alexandra Muljo,12000000.0,Arabica Flores 25kg,108000000.0
Calvin@icloudx.com,Pariaman,2017-10-26,KP0750AJ,36482,8,4.0,Cepat Kirim,Y,Hm-559,Calvin Carmen,18000000.0,Arabica Java 50kg,144000000.0
Aurelia@livex.com,Cilegon,2017-10-25,KP0625AF,35649,5,4.0,Cepat Kirim,Y,Iq-500,Aurelia Siregar,12000000.0,Arabica Flores 25kg,60000000.0
Hirawan@outlookx.com,Batam,2017-10-24,KP0850FB,35854,8,4.0,JENT,Y,Zf-809,David Hirawan,21000000.0,Flores Blend 50kg,168000000.0
Gunawan@gmail.com,Kotamobagu,2017-10-21,KP0750AJ,36650,10,4.0,Swift Delivery,Y,Nr-221,Gunawan Api,18000000.0,Arabica Java 50kg,180000000.0
Sutandinata@gmail.com,Blitar,2017-10-20,KP0625AF,36418,10,4.0,Pru Logistic,Y,Jl-123,Herman Sutandinata,12000000.0,Arabica Flores 25kg,120000000.0
Setyawan@ymail.com,Palembang,2017-10-19,KP0225BB,35822,4,2.0,Wakanda Express,Y,Dx-661,Istini Setyawan,10000000.0,Breakfast Blend 25kg,40000000.0
Guat@gmail.com,Sorong,2017-10-17,KP0350CF,35387,3,2.0,JENT,Y,Dq-999,Guat Lie ,35000000.0,Colombie Finest Blend 50kg,105000000.0
Setiawan@outlookx.com,Denpasar,2017-10-16,KP0050AG,35378,5,4.0,Swift Delivery,Y,Ey-201,Eric  Setiawan,16250000.0,Aceh Gayo 50kg,81250000.0
Limited@icloudx.com,Cirebon,2017-10-15,KP0425CB,35765,4,4.0,Wakanda Express,Y,Oj-409,Michael Limited,27250000.0,Congo Blue Blend 25kg,109000000.0
Leuchtenberg@gmail.com,Bandung,2017-10-14,KP0850FB,36476,6,4.0,JENT,N,Fj-409,Siauw  Leuchtenberg,21000000.0,Flores Blend 50kg,126000000.0
Aziar@ymail.com,Jambi,2017-10-13,KP0850FB,36804,9,4.0,Swift Delivery,Y,Pz-512,Aziar Rusli,21000000.0,Flores Blend 50kg,189000000.0
Sandjojo@gmail.com,Banjar,2017-10-12,KP0850FB,36756,10,4.0,Swift Delivery,Y,Vo-409,Dan  Sandjojo,21000000.0,Flores Blend 50kg,210000000.0
Subuh@outlookx.com,Banjar,2017-10-12,KP0150BH,35677,10,5.0,JENT,N,Lq-409,Subuh Luciana,27000000.0,Bali Honey 50kg,270000000.0
Retno@livex.com,Makassar,2017-10-10,KP0850FB,35930,5,4.0,Wakanda Express,N,Tl-290,Retno Meriati,21000000.0,Flores Blend 50kg,105000000.0
Chandler@icloudx.com,Tasikmalaya,2017-10-09,KP0925SG,36422,3,4.0,Cepat Kirim,Y,Uc-409,Chandler Sumantri,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
Roger@gmail.com,Metro,2017-10-07,KP0350CF,35853,8,4.0,Wakanda Express,N,Lv-150,Roger  Lim,35000000.0,Colombie Finest Blend 50kg,280000000.0
Mang@gmail.com,Malang,2017-10-06,KP0925SG,36469,2,4.0,Cepat Kirim,N,Rl-123,Rudi Mang,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Soegiharto@gmail.com,Meulaboh,2017-10-04,KP0925SG,36949,2,2.0,Wakanda Express,Y,Zj-101,Jemmy Soegiharto,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Kang@ymail.com,Salatiga,2017-10-03,KP0925SG,36678,9,5.0,Swift Delivery,Y,Fm-410,Kang  Perkasa,15000000.0,Sidikalang Gold Blend 25kg,135000000.0
Nini@icloudx.com,Tangerang Selatan,2017-10-03,KP0850FB,36107,8,4.0,JENT,N,Rc-500,Nini Lim,21000000.0,Flores Blend 50kg,168000000.0
Suryati@gmail.com,Lubuklinggau,2017-10-02,KP0350CF,36904,7,4.0,JENT,Y,Wg-661,Lijatini Suryati,35000000.0,Colombie Finest Blend 50kg,245000000.0
Edi@ymail.com,Banjarbaru,2017-10-02,KP0225BB,35443,4,5.0,Wakanda Express,Y,Qe-991,Edi Mailoa,10000000.0,Breakfast Blend 25kg,40000000.0
Dharma@ymail.com,Solok,2017-10-01,KP0150BH,35482,5,4.0,JENT,Y,Fj-559,Kitty Dharma ,27000000.0,Bali Honey 50kg,135000000.0
Franklin@outlookx.com,Cilegon,2017-09-28,KP0625AF,36757,10,4.0,JENT,N,Up-500,Sujono  Franklin ,12000000.0,Arabica Flores 25kg,120000000.0
Indra@rocketmail.com,Ternate,2017-09-28,KP0625AF,35817,4,4.0,Swift Delivery,Y,Lx-160,Leda Indra,12000000.0,Arabica Flores 25kg,48000000.0
Eldelina@livex.com,Tomohon,2017-09-27,KP0850FB,35235,3,5.0,Swift Delivery,N,Ap-221,Richard  Eldelina,21000000.0,Flores Blend 50kg,63000000.0
PAO@ymail.com,Padang,2017-09-27,KP0550EH,35871,5,1.0,Cepat Kirim,N,Sk-559,Pao  Halim,45000000.0,Elsavador High 50kg,225000000.0
Raymond@icloudx.com,Bukittinggi,2017-09-26,KP0850FB,36674,7,5.0,Wakanda Express,N,Yx-559,Raymond Sapta,21000000.0,Flores Blend 50kg,147000000.0
Roberto@gmail.com,Pasuruan,2017-09-26,KP0750AJ,36374,8,5.0,Pru Logistic,N,Ej-123,Roberto Arpan,18000000.0,Arabica Java 50kg,144000000.0
Lovri@livex.com,Gorontalo,2017-09-25,KP0850FB,36752,8,4.0,Swift Delivery,Y,Sv-983,Lovri Nelson,21000000.0,Flores Blend 50kg,168000000.0
Hambali@ymail.com,Jayapura,2017-09-25,KP0425CB,36030,7,3.0,Cepat Kirim,Y,Ti-990,Herman Hambali,27250000.0,Congo Blue Blend 25kg,190750000.0
BENNY@ymail.com,Solok,2017-09-22,KP0150BH,35284,7,4.0,Cepat Kirim,Y,Xc-559,Benny  Santoso,27000000.0,Bali Honey 50kg,189000000.0
Sugiono@rocketmail.com,Tanjungpinang,2017-09-22,KP0750AJ,35162,9,4.0,Cepat Kirim,N,Jx-809,Sugiono  Tandjung,18000000.0,Arabica Java 50kg,162000000.0
Tenacious@icloudx.com,Parepare,2017-09-22,KP0225BB,36056,6,4.0,Swift Delivery,Y,Jb-290,Dr Tenacious,10000000.0,Breakfast Blend 25kg,60000000.0
Husin@gmail.com,Subulussalam,2017-09-21,KP0925SG,36466,5,4.0,JENT,Y,Qg-101,Husin Yohan ,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Nugraha@ymail.com,Mataram,2017-09-18,KP0925SG,35861,10,4.0,JENT,Y,Nm-183,Ari  Nugraha,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Pudjiastuti@mex.com,Tebingtinggi,2017-09-18,KP0050AG,35802,3,5.0,Pru Logistic,N,Fg-662,Pudjiastuti Fatina,16250000.0,Aceh Gayo 50kg,48750000.0
Romo@ymail.com,Balikpapan,2017-09-17,KP0150BH,35006,7,4.0,JENT,N,Ic-993,Romo  Januarti,27000000.0,Bali Honey 50kg,189000000.0
Herumanlo@ymail.com,Bekasi,2017-09-17,KP0225BB,36472,3,4.0,Wakanda Express,Y,Kh-409,Herumanlo Sjah,10000000.0,Breakfast Blend 25kg,30000000.0
Elly@ymail.com,Serang,2017-09-13,KP0625AF,35740,9,5.0,Wakanda Express,Y,Ik-500,Elly  Gunawan,12000000.0,Arabica Flores 25kg,108000000.0
Suharman@livex.com,Pontianak,2017-09-13,KP0625AF,36258,9,4.0,JENT,N,Ce-880,Suharman  Ida ,12000000.0,Arabica Flores 25kg,108000000.0
Fan@outlookx.com,Madiun,2017-09-10,KP0750AJ,35008,6,3.0,Swift Delivery,Y,Cd-123,Fan  Soetemo,18000000.0,Arabica Java 50kg,108000000.0
Kitty@gmail.com,Bukittinggi,2017-09-09,KP0925SG,36676,6,4.0,JENT,Y,Br-559,Kitty  Hadi,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
James@ymail.com,Langsa,2017-09-09,KP0225BB,36326,3,4.0,JENT,Y,Hd-101,James Gunawan,10000000.0,Breakfast Blend 25kg,30000000.0
WIRIADINATA@ymail.com,Cilegon,2017-09-08,KP0850FB,36010,6,4.0,JENT,Y,Fp-500,Ima Wiriadinata,21000000.0,Flores Blend 50kg,126000000.0
Wirawan@rocketmail.com,Mataram,2017-09-06,KP0850FB,35247,3,4.0,Wakanda Express,N,Wh-183,Pradeep Wirawan,21000000.0,Flores Blend 50kg,63000000.0
Ravi@ymail.com,Pasuruan,2017-09-05,KP0225BB,36454,8,4.0,Cepat Kirim,Y,Fl-123,Hermani  Ravi,10000000.0,Breakfast Blend 25kg,80000000.0
Robin@gmail.com,Padang,2017-09-03,KP0150BH,35714,7,4.0,Swift Delivery,N,Eg-559,Robin  Rochimat,27000000.0,Bali Honey 50kg,189000000.0
Liem@ymail.com,Padang Sidempuan,2017-09-02,KP0350CF,36145,3,4.0,JENT,Y,Tr-662,Liem  Hamzah ,35000000.0,Colombie Finest Blend 50kg,105000000.0
Ahmad@ymail.com,Malang,2017-09-02,KP0925SG,36721,2,4.0,Wakanda Express,Y,Ng-123,Ahmad Usman,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Elline@outlookx.com,Cirebon,2017-09-02,KP0625AF,36942,2,4.0,Swift Delivery,Y,Gg-409,Elline Mckay,12000000.0,Arabica Flores 25kg,24000000.0
Ferdinand@gmail.com,Binjai,2017-09-02,KP0625AF,35870,3,5.0,JENT,Y,Au-662,Jan Ferdinand,12000000.0,Arabica Flores 25kg,36000000.0
Victoria@gmail.com,Langsa,2017-09-02,KP0925SG,35687,6,4.0,Wakanda Express,Y,Bg-101,Devin Victoria,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
Abelarde@livex.com,Meulaboh,2017-09-01,KP0225BB,35596,8,4.0,Pru Logistic,N,Ed-101,Razief Abelarde,10000000.0,Breakfast Blend 25kg,80000000.0
Azhari@ymail.com,Banda Aceh,2017-08-28,KP0850FB,35127,9,5.0,Pru Logistic,Y,Ok-101,Antonius Azhari,21000000.0,Flores Blend 50kg,189000000.0
Tioniwar@livex.com,Samarinda,2017-08-28,KP0350CF,36844,2,4.0,Wakanda Express,Y,Ps-993,Alan Tioniwar,35000000.0,Colombie Finest Blend 50kg,70000000.0
Madampath@icloudx.com,Yogyakarta,2017-08-26,KP0625AF,35485,10,4.0,Pru Logistic,Y,Aq-444,Madampath  Arief,12000000.0,Arabica Flores 25kg,120000000.0
Roger@ymail.com,Jakarta Pusat,2017-08-25,KP0425CB,35371,6,4.0,Cepat Kirim,N,Bj-333,Roger Suliawan,27250000.0,Congo Blue Blend 25kg,163500000.0
Elsa@livex.com,Tanjungbalai,2017-08-24,KP0625AF,36790,4,2.0,Pru Logistic,Y,Wi-662,Elsa Mogi,12000000.0,Arabica Flores 25kg,48000000.0
BUDIJUWONO@livex.com,Padang,2017-08-22,KP0750AJ,35887,2,4.0,Swift Delivery,Y,Tn-559,Budijuwono Prasetyo,18000000.0,Arabica Java 50kg,36000000.0
EQUITY@outlookx.com,Jakarta Timur,2017-08-19,KP0625AF,35517,4,4.0,Swift Delivery,N,Xh-333,Peter  Equity,12000000.0,Arabica Flores 25kg,48000000.0
PHILIP@livex.com,Tual,2017-08-19,KP0425CB,36832,3,4.0,Pru Logistic,N,Rn-171,Philip Perkantoran,27250000.0,Congo Blue Blend 25kg,81750000.0
Ferry@gmail.com,Tanjungbalai,2017-08-19,KP0625AF,35899,9,3.0,Cepat Kirim,Y,Eh-662,Ferry Ramchand,12000000.0,Arabica Flores 25kg,108000000.0
Kent@icloudx.com,Tanjungbalai,2017-08-19,KP0350CF,36235,8,4.0,JENT,N,Qa-662,Vivian Kent,35000000.0,Colombie Finest Blend 50kg,280000000.0
Kompleks@ymail.com,Depok,2017-08-17,KP0850FB,35448,6,4.0,Wakanda Express,Y,Zr-409,Kompleks Rusming,21000000.0,Flores Blend 50kg,126000000.0
Sugun@mex.com,Bontang,2017-08-16,KP0425CB,36320,5,4.0,Wakanda Express,N,Jc-993,Sugun  Donald,27250000.0,Congo Blue Blend 25kg,136250000.0
Reimer@ymail.com,Pariaman,2017-08-16,KP0350CF,36546,2,4.0,Cepat Kirim,N,Fm-559,Reimer Rahman,35000000.0,Colombie Finest Blend 50kg,70000000.0
Budhi@ymail.com,Makassar,2017-08-14,KP0850FB,35633,9,4.0,JENT,Y,Rx-290,Danny Budhi,21000000.0,Flores Blend 50kg,189000000.0
Siswanto@ymail.com,Metro,2017-08-10,KP0350CF,35250,4,4.0,JENT,Y,Ec-150,Aminoto  Siswanto,35000000.0,Colombie Finest Blend 50kg,140000000.0
Aminah@mex.com,Palopo,2017-08-09,KP0350CF,35209,9,4.0,Cepat Kirim,N,Ov-290,Sacheen Aminah,35000000.0,Colombie Finest Blend 50kg,315000000.0
HENRY@gmail.com,Ternate,2017-08-09,KP0150BH,36550,4,4.0,JENT,Y,Fh-160,Henry Limardo ,27000000.0,Bali Honey 50kg,108000000.0
Kentjanawati@gmail.com,Subulussalam,2017-08-08,KP0225BB,36617,4,4.0,Swift Delivery,Y,Xj-101,Indra  Kentjanawati,10000000.0,Breakfast Blend 25kg,40000000.0
Gelael@gmail.com,Pekanbaru,2017-08-07,KP0750AJ,36389,5,3.0,Wakanda Express,Y,Lp-222,Jamin Gelael,18000000.0,Arabica Java 50kg,90000000.0
Pramudyo@icloudx.com,Kediri,2017-08-07,KP0625AF,36008,5,4.0,Wakanda Express,Y,Qs-123,Fas Pramudyo,12000000.0,Arabica Flores 25kg,60000000.0
Kadarachman@livex.com,Sorong,2017-08-06,KP0350CF,35335,9,4.0,Wakanda Express,Y,Vv-999,Angus  Kadarachman,35000000.0,Colombie Finest Blend 50kg,315000000.0
Sulistyorini@gmail.com,Palangkaraya,2017-08-06,KP0750AJ,35882,8,4.0,Swift Delivery,Y,Ml-992,Andy Sulistyorini,18000000.0,Arabica Java 50kg,144000000.0
Stephen@rocketmail.com,Lhokseumawe,2017-08-04,KP0750AJ,35416,2,4.0,Wakanda Express,N,Wv-101,Stephen Subrata,18000000.0,Arabica Java 50kg,36000000.0
Anton@ymail.com,Solok,2017-08-04,KP0850FB,36775,10,3.0,Cepat Kirim,Y,Lb-559,Anton Aksa,21000000.0,Flores Blend 50kg,210000000.0
Kusnadi@gmail.com,Langsa,2017-08-03,KP0850FB,36179,8,4.0,JENT,Y,Co-101,Kusnadi  Xaverius ,21000000.0,Flores Blend 50kg,168000000.0
Djauhara@gmail.com,Palembang,2017-08-02,KP0225BB,36076,8,3.0,Cepat Kirim,Y,Gb-661,Djauhara Tjandra,10000000.0,Breakfast Blend 25kg,80000000.0
Eko@icloudx.com,Tasikmalaya,2017-08-01,KP0850FB,35725,9,4.0,Cepat Kirim,Y,Th-409,Eko  Soat,21000000.0,Flores Blend 50kg,189000000.0
Kaizer@gmail.com,Manado,2017-07-28,KP0750AJ,35742,9,4.0,Swift Delivery,Y,Nq-221,Kaizer  Subianto,18000000.0,Arabica Java 50kg,162000000.0
Padilla@gmail.com,Pontianak,2017-07-28,KP0925SG,35239,7,4.0,Cepat Kirim,N,La-880,Richard Padilla,15000000.0,Sidikalang Gold Blend 25kg,105000000.0
